"id","url","description","allow_main","allow_rating","allow_comm","text_type","date","search","max_news","cookie","category","lastdate"
1,https://dle-news.ru/rss.xml,Официальный сайт DataLife Engine,1,1,1,1,1,"<div class=""full-post-content row"">{get}</div><div class=""full-post-footer ignore-select"">",5,"",1,1733036770
