"id","category","vote_num","date","title","body","approve","start","end","grouplevel"
2,all,0,"2021-08-19",Лучший комикс июля 2021,"Action Comics #887<br>Adventure Comics #08<br>Amazing Spider-Man #231<br>Amazing Spider-Man #232<br>Batman #003<br>Batman Adventures #02<br>Booster Gold #32<br>Booster Gold #33<br>DC Sneak Peek: Sinestro #01<br>Detective Comics #805<br>Earth 2: Society #05<br>Earth 2: Society #06<br>Eternals #02<br>Flash &amp; Green Lantern: The Brave and the Bold #05<br>Green Arrow and Black Canary #08<br>Injustice 2 #34<br>Iron Man #227<br>Iron Man #228<br>Jonna and the Unpossible Monsters #03<br>Journey Into Mystery #114<br>Journey into Mystery #122<br>Justice League of America&#039;s Vibe #04<br>King In Black #05<br>Monstress #25<br>Sinestro #10<br>Sinestro #11<br>Spectacular Spider-Man #020<br>Spectacular Spider-Man #035<br>Spider-Man/Kingpin: To The Death<br>Strange Tales<br>Strange Tales #104<br>Strange Tales #105<br>Strange Tales #138<br>Strange Tales #139<br>Strange Tales #140<br>Supergirl #51<br>Superman - Last Stand of New Krypton #1<br>Superman #25<br>Teen Titans Academy #03<br>The Best of Heavy Metal #04<br>The Flash #020<br>The Flash #88<br>The Lord of the Rings #1<br>The Stuff of Legend: A Call to Arms #04<br>Thrillkiller &#039;62<br>Vampirella #01<br>Vampirella #02<br>Vampirella #03<br>Venom #34<br>Web of Spider-Man #128<br>Witchblade #0,5<br>Witchblade #08<br>Witchblade #09<br>Wonder Woman #097<br>Wonder Woman #098<br>Wonder Woman #83<br>Young Avengers Presents #04<br>Zorro #08",1,"1627765200","1630357200",all
